"","X_Aster_subulatus","X_Asteraceae_A__prickly_","X_Briza_maxima","X_Bromus_diandrus","X_Conyza_albida","X_Conyza_bonariensis","X_Cynodon_dactylon","X_Cyperus_tenuiflorus","X_Ehrharta_calycina","X_Fumaria_capreolata","X_Hypochaeris_glabra","X_Isolepis_prolifera","X_Lactuca_serriola","X_Lotus_subbiflorus","X_Lysimachia_arvensis","X_Moraea_flaccida","X_Pelargonium_capitatum","X_Pennisetum_clandestinum","X_Phyla_nodiflora","X_Rumex_crispus","X_Schinus_molle","X_Setaria_palmifolia","X_Solanum_nigrum","X_Sonchus_oleraceus","X_Sparaxis_bulbifera","X_Stachys_arvensis","X_Typha_orientalis","X_Vicia_sativa","X_Zantedeschia_aethiopica","Acacia_saligna","Agrostis_avenacea","Baumea_articulata","Centella_asiatica","Eucalyptus_rudis","Juncus_pallidus","Lepidosperma_gladiatum","Melaleuca_rhaphiophylla","Microtis_media","Persicaria_sp_"
"X_Zantedeschia_aethiopica",0.212270142360697,0.210203034463167,0.418204962368215,0.147931668873376,0.268200865808833,0.314243368133008,0.0106046510257855,0.414051522719619,0.0639641822743829,0.152661258469171,0.654189516399559,0.541957722139223,0.550880430869964,0.40554937724199,0.601085905676684,0.249931921115055,0.409333409485153,0.126401945038985,0.564653781494074,0.700065699928355,0.124448312743954,0.532246574366564,0.575851442632107,0.631287945449652,0.0880745001870848,0.0852081876589159,0.259229854518279,0.170764212607551,1,0.571294430319844,0.730285445196823,0.276672156270196,0.0146662583123181,-0.024123534971677,0.337333946227108,0.275694483354971,-0.0148913882225215,0.0400689836187171,0.582084785651028
"Acacia_saligna",0.351799672811517,0.522470972958413,0.873326326429296,0.360968970470618,0.611117683237297,0.625343366208224,0.192465646997463,0.795625425099485,0.697839396018118,0.767844016924089,0.847882277767329,0.649716390014982,0.745687645487414,0.70321478162052,0.737554129502465,0.271215093631799,0.861385868243004,0.442001223201615,0.543646814961559,0.802092121331473,0.161352918509937,0.745230863828344,0.854412634234136,0.849758258858786,0.560854289671908,-0.0498679236525206,0.0439924910342865,0.792432635126744,0.571294430319844,1,0.793638001226006,-0.300509032240992,0.155380419262824,0.236648823801376,0.769425537855384,-0.172723757437432,0.130184297540492,0.672824388919185,0.262163130019924
"Agrostis_avenacea",0.292852278162484,0.43742778240556,0.836903492728654,0.283958217939017,0.542350452440943,0.61740176594146,0.100117589891623,0.757016250489555,0.48353565364579,0.643972407502387,0.870408651325157,0.700346013427032,0.858934382085857,0.737370221556363,0.854877319914026,0.346629587741205,0.805439839536277,0.326406892238273,0.636474298253926,0.877323586670238,0.0894304837059414,0.73481217291991,0.887151732225788,0.881653750994157,0.351947767140567,-0.035024302296763,0.133311282878326,0.640843418897864,0.730285445196823,0.793638001226006,1,-0.023743783489741,0.0650980781636862,0.0140115621762974,0.725435039772767,-0.0403055163315329,-0.00457227076568002,0.467583771696884,0.438947617677735
"Baumea_articulata",0.172725787586942,0.00457680514921321,-0.355729557711858,0.0616079095359471,-0.00822816217998881,-0.0175206895646448,0.11069175171194,-0.367812149675347,0.292217223719375,0.103086841130264,-0.43280536032021,0.0488259971113033,0.0149723349093848,-0.00216932638425491,-0.00975713093610721,0.153356477208407,-0.364075633881432,0.0597862806361633,0.047085383192335,-0.267844352347274,0.377499539318092,0.549459880708985,-0.193309256750381,-0.394502634214536,0.219183573649045,0.854983142113981,0.634131905237902,-0.050803346472837,0.276672156270196,-0.300509032240992,-0.023743783489741,1,0.195911235696408,0.342660327086888,-0.235020046293476,0.908082167779698,0.269686364274476,0.18683444294266,0.462985469975771
"Centella_asiatica",0.031671870170048,0.0856328418508314,0.236048789122598,0.0900593426704696,0.0969138170973146,0.0807917356213993,0.116321692617966,0.207807309210342,0.331171672306365,0.297915386143502,0.134684856319132,0.0568540851367849,0.0583378808617012,0.0589129026447853,0.0412179302879351,0.0593897311191487,0.233235500618783,0.114579218204028,0.0384284604514016,0.0894279408851612,0.146781713871227,0.201426860112681,0.149499033368176,0.137338397133873,0.219191977454401,0.231277375656975,0.08072422311748,0.304280007587692,0.0146662583123181,0.155380419262824,0.0650980781636862,0.195911235696408,1,0.240285292908211,0.206694297304673,0.187936340864245,0.157918684860576,0.336542918492644,0.0151974748135979
"Eucalyptus_rudis",0.0660724004628902,0.166010208250396,0.39009397688432,0.1984529160512,0.220191069589336,0.141554681830599,0.224533555642089,0.321831024057724,0.608640505325992,0.543772412458892,0.162660318002302,0.0852599719587907,0.0408908784272359,0.0886577943907542,0.0390585315326347,0.140636206987066,0.376467091455403,0.237881280856399,0.0332823326468773,0.0667586600692006,0.310807841745653,0.478438417418431,0.220201261358229,0.202426038263635,0.474471919228025,0.493609646119801,0.174854128185184,0.523545984907387,-0.024123534971677,0.236648823801376,0.0140115621762974,0.342660327086888,0.240285292908211,1,0.361072138652549,0.382738199809296,0.318850354919284,0.627165050256837,-0.0172705084466901
"Juncus_pallidus",0.305729457810707,0.460803099277841,0.89463236143399,0.394467965224659,0.564674554904608,0.628316791628926,0.237448089213384,0.814244527197567,0.811448747514525,0.855732024067366,0.817887233408855,0.575659452664963,0.642451029594148,0.60486349110752,0.642423358919097,0.278891104748741,0.885199601916322,0.462992490871675,0.435934940387066,0.754195072443867,0.211035534901332,0.759202700214944,0.841007400824548,0.835303844015301,0.680314369919765,0.0166801345073937,0.0285385037668757,0.863206135628493,0.337333946227108,0.769425537855384,0.725435039772767,-0.235020046293476,0.206694297304673,0.361072138652549,1,-0.13987187116132,0.207530091225428,0.819512107781764,0.109162507236079
"Lepidosperma_gladiatum",0.151248421565482,0.00480650507739411,-0.195483393323167,0.070971905472573,-0.000517185428997943,-0.014847959683898,0.115909332352976,-0.184027247360719,0.309048036148508,0.174283351851153,-0.225967886659287,0.0385566100654178,0.00745715321106727,-0.00792459942020995,-0.00952718875604387,0.140679981593599,-0.181858877762396,0.0593931237083259,0.0386006007711715,-0.197424602914128,0.359632171686264,0.519791323961509,-0.114899593256626,-0.202413040742651,0.204165381830853,0.866725659855941,0.569542492805666,-0.0273763537905286,0.275694483354971,-0.172723757437432,-0.0403055163315329,0.908082167779698,0.187936340864246,0.382738199809296,-0.13987187116132,1,0.28559962725268,0.256426722970047,0.432859598512307
"Melaleuca_rhaphiophylla",0.0325052461953922,0.0909392903702056,0.235564371018674,0.115920989936636,0.101700384674156,0.0669295604599242,0.144517078992692,0.192329504671672,0.405197891085801,0.352947844518742,0.0846141531946391,0.0392928235978936,0.0164478521371369,0.0355703061656209,0.010074721399402,0.0799582034399753,0.225333426915143,0.139396218778131,-0.00119030904039304,0.0179565700089154,0.214260522721746,0.273475662399576,0.118129078524958,0.100757642633482,0.278771898766237,0.3568175673599,0.12935758518278,0.32888753855936,-0.0148913882225215,0.130184297540492,-0.00457227076568002,0.269686364274476,0.157918684860576,0.318850354919284,0.207530091225428,0.28559962725268,1,0.419856521901109,-0.00192165754979491
"Microtis_media",0.275242768331339,0.44848145624173,0.870437633954923,0.412429369032832,0.55212595122207,0.52310342525835,0.340758275976845,0.788683395624215,0.92548089483624,0.924295016146586,0.670625630194377,0.418052872051087,0.400813043283561,0.408847836123908,0.37833317556355,0.258589250104188,0.862719962748814,0.487098251282448,0.261338254214146,0.571246242744164,0.436946831292204,0.807352303032408,0.753276758804553,0.730087656798838,0.825421793555252,0.507788756363835,0.1537088579537,0.918050405772905,0.0400689836187171,0.672824388919185,0.467583771696884,0.18683444294266,0.336542918492644,0.627165050256837,0.819512107781764,0.256426722970047,0.419856521901109,1,-0.0248126524805862
